Date,Incoming Calls,Answered Calls,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG)
2023-03-06,181.0,156.0,25.0,0:00:42,0:02:39,0:03:16
2023-03-07,157.0,147.0,10.0,0:00:29,0:02:31,0:03:41
2023-03-08,123.0,121.0,2.0,0:00:26,0:02:28,0:03:29
2023-03-09,131.0,125.0,6.0,0:00:26,0:02:29,0:03:28
2023-03-10,142.0,134.0,8.0,0:00:39,0:02:33,0:03:08
2023-03-11,122.0,113.0,9.0,0:00:38,0:02:38,0:04:18
2023-03-12,35.0,31.0,4.0,0:00:34,0:02:05,0:04:29
2023-03-13,242.0,226.0,16.0,0:00:36,0:02:15,0:04:06
2023-03-14,132.0,118.0,14.0,0:00:32,0:02:23,0:03:40
2023-03-15,142.0,130.0,12.0,0:00:29,0:02:31,0:07:35
2023-03-16,135.0,111.0,24.0,0:00:38,0:03:16,0:09:59
2023-03-17,74.0,74.0,0.0,0:00:13,0:02:55,0:01:53
2023-03-18,24.0,24.0,0.0,0:00:12,0:02:47,0:00:57
2023-03-19,11.0,10.0,1.0,0:00:13,0:02:24,0:00:55
2023-03-20,28.0,26.0,2.0,0:00:10,0:02:30,0:01:26
2023-03-21,43.0,43.0,0.0,0:00:08,0:02:23,0:00:52
2023-03-22,62.0,62.0,0.0,0:00:17,0:02:12,0:01:26
2023-03-23,70.0,69.0,1.0,0:00:22,0:02:06,0:08:40
2023-03-24,109.0,97.0,12.0,0:00:21,0:02:26,0:02:40
2023-03-25,92.0,85.0,7.0,0:00:30,0:02:27,0:05:49
2023-03-26,25.0,25.0,0.0,0:00:11,0:02:40,0:00:55
2023-03-27,86.0,79.0,7.0,0:00:24,0:02:31,0:03:07
2023-03-28,92.0,83.0,9.0,0:00:26,0:02:37,0:03:40
2023-03-29,48.0,46.0,2.0,0:00:11,0:02:13,0:01:22
2023-03-30,14.0,11.0,3.0,0:00:18,0:02:27,0:02:45
2023-03-31,43.0,42.0,1.0,0:00:22,0:02:47,0:03:15
2023-04-01,75.0,69.0,6.0,0:00:23,0:02:31,0:04:48
2023-04-02,33.0,33.0,0.0,0:00:14,0:02:25,0:01:29
2023-04-03,126.0,112.0,14.0,0:00:26,0:02:36,0:05:30
2023-04-04,130.0,126.0,4.0,0:00:25,0:02:30,0:02:58
2023-04-05,139.0,139.0,0.0,0:00:18,0:02:40,0:03:03
2023-04-06,139.0,130.0,9.0,0:00:26,0:02:27,0:01:52
2023-04-07,126.0,119.0,7.0,0:00:22,0:02:29,0:03:40
2023-04-08,98.0,96.0,2.0,0:00:20,0:02:36,0:02:53
2023-04-09,12.0,12.0,0.0,0:00:18,0:03:07,0:01:36
2023-04-10,119.0,117.0,2.0,0:00:18,0:02:39,0:02:43
2023-04-11,100.0,96.0,4.0,0:00:21,0:02:37,0:02:45
2023-04-12,148.0,133.0,15.0,0:00:31,0:02:30,0:03:40
2023-04-13,131.0,127.0,4.0,0:00:22,0:02:25,0:02:28
2023-04-14,107.0,104.0,3.0,0:00:08,0:02:27,0:01:36
2023-04-15,113.0,105.0,8.0,0:00:24,0:02:38,0:04:28
2023-04-16,21.0,21.0,0.0,0:00:32,0:02:31,0:01:25
2023-04-17,129.0,104.0,25.0,0:00:37,0:02:44,0:02:45
2023-04-18,35.0,34.0,1.0,0:00:24,0:02:12,0:02:16
2023-04-19,123.0,109.0,14.0,0:00:38,0:02:32,0:05:21
2023-04-20,137.0,122.0,15.0,0:00:32,0:02:34,0:03:08
2023-04-21,117.0,114.0,3.0,0:00:22,0:02:38,0:02:27
2023-04-22,117.0,97.0,20.0,0:00:39,0:02:50,0:08:16
2023-04-23,50.0,49.0,1.0,0:00:35,0:02:55,0:02:22
2023-04-24,208.0,198.0,10.0,0:00:16,0:02:43,0:03:51
2023-04-25,190.0,183.0,7.0,0:00:21,0:02:31,0:03:58
2023-04-26,163.0,156.0,7.0,0:00:24,0:02:22,0:02:08
2023-04-27,179.0,165.0,14.0,0:00:26,0:02:31,0:03:50
2023-04-28,179.0,167.0,12.0,0:00:23,0:02:35,0:02:45
2023-04-29,,,,,,
2023-04-30,,,,,,
2023-05-01,147.0,139.0,8.0,0:00:18,0:02:34,0:06:21
2023-05-02,143.0,141.0,2.0,0:00:22,0:02:45,0:02:45
2023-05-03,134.0,122.0,12.0,0:00:31,0:02:28,0:04:36
2023-05-04,138.0,130.0,8.0,0:00:26,0:02:25,0:02:06
2023-05-05,113.0,104.0,9.0,0:00:43,0:02:37,0:04:07
2023-05-06,,,,,,
2023-05-07,,,,,,
2023-05-08,170.0,154.0,16.0,0:00:36,0:02:44,0:03:52
2023-05-09,152.0,116.0,36.0,0:00:42,0:02:28,0:15:00
2023-05-10,101.0,95.0,6.0,0:00:31,0:02:38,0:02:53
2023-05-11,146.0,131.0,15.0,0:00:26,0:02:27,0:02:37
2023-05-12,111.0,104.0,7.0,0:00:24,0:02:26,0:02:22
2023-05-13,,,,,,
2023-05-14,,,,,,
2023-05-15,129.0,122.0,7.0,0:00:35,0:02:59,0:02:42
2023-05-16,186.0,176.0,10.0,0:00:27,0:02:23,0:05:05
2023-05-17,140.0,114.0,26.0,0:00:57,0:02:25,0:05:31
2023-05-18,132.0,116.0,16.0,0:00:44,0:02:41,0:06:00
2023-05-19,103.0,101.0,2.0,0:00:18,0:02:42,0:02:23
2023-05-20,,,,,,
2023-05-21,,,,,,
2023-05-22,95.0,94.0,1.0,0:00:21,0:02:31,0:03:34
2023-05-23,137.0,131.0,6.0,0:00:17,0:02:29,0:02:21
2023-05-24,37.0,34.0,3.0,0:00:41,0:02:11,0:05:46
2023-05-25,106.0,100.0,6.0,0:00:22,0:02:30,0:02:12
2023-05-26,101.0,92.0,9.0,0:00:30,0:02:27,0:04:35
2023-05-27,,,,,,
2023-05-28,,,,,,
2023-05-29,,,,,,
2023-05-30,125.0,118.0,7.0,0:00:23,0:02:31,0:03:01
2023-05-31,98.0,92.0,6.0,0:00:25,0:02:36,0:02:23
2023-06-01,118.0,108.0,10.0,0:00:37,0:01:46,0:04:03
2023-06-02,34.0,31.0,3.0,0:00:27,0:02:37,0:02:32
2023-06-03,,,,,,
2023-06-04,,,,,,
2023-06-05,122.0,107.0,15.0,0:00:34,0:02:39,0:03:21
2023-06-06,108.0,100.0,8.0,0:00:33,0:02:33,0:02:08
2023-06-07,175.0,159.0,16.0,0:00:47,0:02:44,0:05:30
2023-06-08,264.0,213.0,51.0,0:00:44,0:02:45,0:05:18
2023-06-09,204.0,174.0,30.0,0:00:36,0:02:35,0:04:35
2023-06-10,,,,,,
2023-06-11,,,,,,
2023-06-12,183.0,168.0,15.0,0:00:34,0:02:35,0:02:43
2023-06-13,161.0,147.0,14.0,0:00:30,0:02:36,0:04:39
2023-06-14,143.0,134.0,9.0,0:00:26,0:02:50,0:01:50
2023-06-15,200.0,163.0,37.0,0:00:30,0:02:38,0:05:31
2023-06-16,240.0,210.0,30.0,0:00:38,0:02:53,0:04:35
2023-06-17,,,,,,
2023-06-18,,,,,,
2023-06-19,,,,,,
2023-06-20,235.0,214.0,21.0,0:00:34,0:02:36,0:05:30
2023-06-21,352.0,327.0,25.0,0:00:32,0:02:28,0:07:20
2023-06-22,169.0,156.0,13.0,0:00:32,0:02:43,0:02:57
2023-06-23,169.0,157.0,12.0,0:00:27,0:02:57,0:05:19
2023-06-24,,,,,,
2023-06-25,,,,,,
2023-06-26,52.0,49.0,3.0,0:00:32,0:02:58,0:03:02
2023-06-27,155.0,149.0,6.0,0:00:26,0:02:52,0:01:50
2023-06-28,224.0,218.0,6.0,0:00:18,0:02:07,0:02:00
2023-06-29,172.0,157.0,15.0,0:00:17,0:03:04,0:06:25
2023-06-30,147.0,133.0,14.0,0:00:26,0:02:56,0:03:39
2023-07-01,,,,,,
2023-07-02,,,,,,
2023-07-03,135.0,131.0,4.0,0:00:20,0:02:37,0:02:00
2023-07-04,,,,,,
2023-07-05,150.0,144.0,6.0,0:00:17,0:02:39,0:02:02
2023-07-06,157.0,143.0,14.0,0:00:16,0:02:41,0:06:25
2023-07-07,129.0,121.0,8.0,0:00:19,0:02:55,0:04:35
2023-07-08,,,,,,
2023-07-09,,,,,,
2023-07-10,152.0,138.0,14.0,0:00:30,0:02:52,0:04:16
2023-07-11,164.0,158.0,6.0,0:00:14,0:02:28,0:02:01
2023-07-12,161.0,151.0,10.0,0:00:12,0:02:39,0:02:57
2023-07-13,133.0,125.0,8.0,0:00:30,0:02:46,0:03:47
2023-07-14,132.0,126.0,6.0,0:00:17,0:02:47,0:02:35
2023-07-15,,,,,,
2023-07-16,,,,,,
2023-07-17,155.0,128.0,27.0,0:00:52,0:02:30,0:05:38
2023-07-18,141.0,128.0,13.0,0:00:32,0:02:44,0:03:34
2023-07-19,172.0,135.0,37.0,0:00:41,0:02:40,0:05:09
2023-07-20,270.0,196.0,74.0,0:01:10,0:02:30,0:07:51
2023-07-21,208.0,176.0,32.0,0:00:40,0:02:30,0:09:09
2023-07-22,,,,,,
2023-07-23,,,,,,
2023-07-24,224.0,170.0,54.0,0:00:55,0:02:49,0:07:26
2023-07-25,210.0,203.0,7.0,0:00:25,0:02:42,0:03:40
2023-07-26,141.0,134.0,7.0,0:00:20,0:02:59,0:03:21
2023-07-27,126.0,110.0,16.0,0:00:15,0:02:56,0:08:16
2023-07-28,182.0,163.0,19.0,0:00:23,0:02:44,0:04:17
2023-07-29,,,,,,
2023-07-30,,,,,,
2023-07-31,183.0,175.0,8.0,0:00:19,0:02:38,0:03:08
2023-08-01,165.0,159.0,6.0,0:00:11,0:02:23,0:06:28
2023-08-02,160.0,159.0,1.0,0:00:05,0:02:40,0:00:58
2023-08-03,177.0,155.0,22.0,0:00:16,0:02:41,0:06:39
2023-08-04,236.0,230.0,6.0,0:00:05,0:02:27,0:01:50
2023-08-05,,,,,,
2023-08-06,,,,,,
2023-08-07,170.0,167.0,3.0,0:00:06,0:02:35,0:03:40
2023-08-08,190.0,168.0,22.0,0:00:26,0:02:20,0:04:49
2023-08-09,53.0,51.0,2.0,0:00:06,0:02:29,0:01:50
2023-08-10,121.0,117.0,4.0,0:00:13,0:02:36,0:02:41
2023-08-11,143.0,139.0,4.0,0:00:05,0:02:26,0:01:56
2023-08-12,,,,,,
2023-08-13,,,,,,
2023-08-14,113.0,110.0,3.0,0:00:08,0:02:33,0:01:18
2023-08-15,141.0,128.0,13.0,0:00:13,0:02:38,0:03:40
2023-08-16,135.0,134.0,1.0,0:00:04,0:02:34,0:01:50
2023-08-17,29.0,29.0,0.0,0:00:15,0:03:13,0:01:29
2023-08-18,120.0,116.0,4.0,0:00:05,0:02:43,0:02:45
2023-08-19,,,,,,
2023-08-20,,,,,,
2023-08-21,107.0,104.0,3.0,0:00:07,0:02:29,0:00:58
2023-08-22,138.0,128.0,10.0,0:00:10,0:02:30,0:02:03
2023-08-23,106.0,105.0,1.0,0:00:11,0:02:47,0:01:53
2023-08-24,117.0,108.0,9.0,0:00:19,0:02:26,0:02:33
2023-08-25,120.0,117.0,3.0,0:00:09,0:02:37,0:01:05
2023-08-26,,,,,,
2023-08-27,,,,,,
2023-08-28,140.0,139.0,1.0,0:00:08,0:02:39,0:01:11
2023-08-29,169.0,161.0,8.0,0:00:18,0:02:24,0:02:24
2023-08-30,146.0,144.0,2.0,0:00:06,0:02:38,0:00:58
2023-08-31,110.0,106.0,4.0,0:00:15,0:02:50,0:02:30
2023-09-01,343.0,333.0,10.0,0:00:15,0:02:10,0:02:39
2023-09-02,,,,,,
2023-09-03,,,,,,
2023-09-04,,,,,,
2023-09-05,130.0,129.0,1.0,0:00:11,0:02:30,0:01:52
2023-09-06,22.0,20.0,2.0,0:00:09,0:03:15,0:01:50
2023-09-07,5.0,5.0,0.0,0:00:28,0:02:25,0:01:14
2023-09-08,119.0,115.0,4.0,0:00:11,0:02:28,0:01:50
2023-09-09,,,,,,
2023-09-10,,,,,,
2023-09-11,126.0,124.0,2.0,0:00:08,0:02:35,0:00:58
2023-09-12,124.0,111.0,13.0,0:00:13,0:02:43,0:02:13
2023-09-13,114.0,108.0,6.0,0:00:13,0:02:31,0:01:27
2023-09-14,121.0,109.0,12.0,0:00:17,0:02:36,0:05:15
2023-09-15,137.0,119.0,18.0,0:00:24,0:02:46,0:02:45
2023-09-16,,,,,,
2023-09-17,,,,,,
2023-09-18,170.0,162.0,8.0,0:00:17,0:02:32,0:05:31
2023-09-19,137.0,133.0,4.0,0:00:29,0:02:37,0:02:42
2023-09-20,134.0,127.0,7.0,0:00:18,0:02:39,0:04:36
2023-09-21,185.0,179.0,6.0,0:00:10,0:02:03,0:02:44
2023-09-22,147.0,135.0,12.0,0:00:21,0:02:35,0:03:10
2023-09-23,,,,,,
2023-09-24,,,,,,
2023-09-25,144.0,136.0,8.0,0:00:09,0:02:32,0:05:30
2023-09-26,120.0,114.0,6.0,0:00:08,0:02:22,0:01:19
2023-09-27,124.0,118.0,6.0,0:00:21,0:02:46,0:02:44
2023-09-28,145.0,141.0,4.0,0:00:14,0:02:36,0:01:50
2023-09-29,108.0,106.0,2.0,0:00:26,0:02:50,0:04:57
2023-09-30,,,,,,
2023-10-01,,,,,,
2023-10-02,155.0,151.0,4.0,0:00:11,0:02:32,0:02:18
2023-10-03,117.0,110.0,7.0,0:00:18,0:02:23,0:02:47
2023-10-04,118.0,111.0,7.0,0:00:18,0:02:43,0:02:06
2023-10-05,114.0,105.0,9.0,0:00:31,0:02:37,0:03:40
2023-10-06,108.0,101.0,7.0,0:00:23,0:02:44,0:03:11
2023-10-07,147.0,141.0,6.0,0:00:25,0:02:22,0:02:46
2023-10-08,29.0,26.0,3.0,0:00:09,0:02:37,0:01:50
2023-10-09,231.0,228.0,3.0,0:00:15,0:02:09,0:03:26
2023-10-10,243.0,215.0,28.0,0:00:23,0:02:36,0:04:35
2023-10-11,178.0,154.0,24.0,0:00:29,0:02:40,0:05:08
2023-10-12,169.0,163.0,6.0,0:00:21,0:02:49,0:02:45
2023-10-13,136.0,128.0,8.0,0:00:18,0:02:36,0:05:30
2023-10-14,123.0,113.0,10.0,0:00:30,0:02:49,0:03:40
2023-10-15,13.0,12.0,1.0,0:00:24,0:02:45,0:01:12
2023-10-16,20.0,18.0,2.0,0:00:23,0:02:43,0:02:44
2023-10-17,154.0,141.0,13.0,0:00:22,0:02:41,0:04:29
2023-10-18,132.0,131.0,1.0,0:00:12,0:02:39,0:02:00
2023-10-19,181.0,171.0,10.0,0:00:21,0:02:51,0:02:39
2023-10-20,193.0,189.0,4.0,0:00:13,0:02:35,0:02:26
2023-10-21,246.0,236.0,10.0,0:00:13,0:02:44,0:02:20
2023-10-22,,,,,,
2023-10-23,199.0,190.0,9.0,0:00:12,0:02:38,0:01:22
2023-10-24,47.0,47.0,0.0,0:00:06,0:02:09,0:00:57
2023-10-25,187.0,186.0,1.0,0:00:07,0:02:30,0:02:45
2023-10-26,57.0,54.0,3.0,0:00:07,0:02:37,0:00:55
2023-10-27,170.0,162.0,8.0,0:00:09,0:02:39,0:01:50
2023-10-28,,,,,,
2023-10-29,,,,,,
2023-10-30,210.0,206.0,4.0,0:00:12,0:02:39,0:02:32
2023-10-31,190.0,186.0,4.0,0:00:17,0:02:22,0:04:53
2023-11-01,191.0,182.0,9.0,0:00:10,0:02:40,0:01:38
2023-11-02,169.0,168.0,1.0,0:00:11,0:02:25,0:01:48
2023-11-03,52.0,50.0,2.0,0:00:06,0:02:34,0:00:58
2023-11-04,,,,,,
2023-11-05,,,,,,
2023-11-06,156.0,148.0,8.0,0:00:14,0:02:26,0:03:23
2023-11-07,160.0,154.0,6.0,0:00:16,0:02:41,0:02:12
2023-11-08,116.0,110.0,6.0,0:00:14,0:02:28,0:02:17
2023-11-09,188.0,173.0,15.0,0:00:19,0:02:39,0:02:44
2023-11-10,,,,,,
2023-11-11,,,,,,
2023-11-12,,,,,,
2023-11-13,205.0,85.0,120.0,0:01:49,0:02:46,0:11:01
2023-11-14,162.0,83.0,79.0,0:01:38,0:02:18,0:10:06
2023-11-15,193.0,115.0,78.0,0:01:04,0:02:33,0:12:50
2023-11-16,178.0,144.0,34.0,0:00:38,0:03:00,0:05:32
2023-11-17,179.0,158.0,21.0,0:00:20,0:02:33,0:05:15
2023-11-18,,,,,,
2023-11-19,,,,,,
2023-11-20,374.0,78.0,296.0,0:03:13,0:03:01,0:17:27
2023-11-21,508.0,103.0,405.0,0:04:04,0:02:43,0:15:38
2023-11-22,606.0,116.0,490.0,0:05:08,0:03:08,0:22:56
2023-11-23,,,,,,
2023-11-24,,,,,,
2023-11-25,,,,,,
2023-11-26,,,,,,
2023-11-27,363.0,320.0,43.0,0:00:34,0:02:52,0:05:30
2023-11-28,419.0,355.0,64.0,0:00:44,0:02:55,0:04:21
2023-11-29,362.0,302.0,60.0,0:00:41,0:03:03,0:05:49
2023-11-30,290.0,239.0,51.0,0:00:39,0:03:06,0:08:26
2023-12-01,436.0,390.0,46.0,0:00:38,0:02:41,0:03:40
2023-12-02,,,,,,
2023-12-03,,,,,,
2023-12-04,342.0,297.0,45.0,0:00:39,0:02:33,0:03:42
2023-12-05,317.0,291.0,26.0,0:00:26,0:02:25,0:03:42
2023-12-06,253.0,240.0,13.0,0:00:24,0:02:42,0:02:45
2023-12-07,192.0,176.0,16.0,0:00:24,0:02:31,0:03:53
2023-12-08,191.0,170.0,21.0,0:00:34,0:02:49,0:06:25
2023-12-09,,,,,,
2023-12-10,,,,,,
2023-12-11,172.0,159.0,13.0,0:00:20,0:02:40,0:04:51
2023-12-12,189.0,181.0,8.0,0:00:23,0:02:39,0:03:01
2023-12-13,314.0,262.0,52.0,0:00:44,0:02:48,0:07:37
2023-12-14,204.0,185.0,19.0,0:00:23,0:02:38,0:02:46
2023-12-15,188.0,184.0,4.0,0:00:17,0:02:36,0:02:22
2023-12-16,,,,,,
2023-12-17,,,,,,
2023-12-18,151.0,129.0,22.0,0:00:40,0:03:01,0:06:56
2023-12-19,169.0,154.0,15.0,0:00:17,0:02:43,0:02:49
2023-12-20,171.0,158.0,13.0,0:00:16,0:02:36,0:01:44
2023-12-21,177.0,163.0,14.0,0:00:22,0:02:37,0:02:18
2023-12-22,,,,,,
2023-12-23,,,,,,
2023-12-24,,,,,,
2023-12-25,,,,,,
2023-12-26,197.0,182.0,15.0,0:00:24,0:02:51,0:03:10
2023-12-27,164.0,157.0,7.0,0:00:17,0:02:46,0:05:33
2023-12-28,135.0,126.0,9.0,0:00:30,0:02:58,0:04:59
2023-12-29,161.0,142.0,19.0,0:00:25,0:02:45,0:02:56
2023-12-30,,,,,,
2023-12-31,,,,,,
2024-01-01,,,,,,
2024-01-02,131.0,130.0,1.0,0:00:18,0:02:47,0:03:18
2024-01-03,129.0,120.0,9.0,0:00:22,0:02:47,0:01:54
2024-01-04,139.0,119.0,20.0,0:00:26,0:02:52,0:04:35
2024-01-05,228.0,209.0,19.0,0:00:19,0:02:29,0:04:06
2024-01-06,,,,,,
2024-01-07,,,,,,
2024-01-08,237.0,204.0,33.0,0:00:32,0:02:22,0:03:56
2024-01-09,200.0,187.0,13.0,0:00:27,0:02:48,0:03:13
2024-01-10,172.0,163.0,9.0,0:00:19,0:02:41,0:02:48
2024-01-11,181.0,173.0,8.0,0:00:31,0:02:49,0:08:13
2024-01-12,195.0,175.0,20.0,0:00:26,0:03:01,0:03:40
2024-01-13,196.0,180.0,16.0,0:00:25,0:02:50,0:04:03
2024-01-14,39.0,27.0,12.0,0:00:35,0:02:53,0:02:58
2024-01-15,182.0,169.0,13.0,0:00:23,0:02:44,0:02:05
2024-01-16,216.0,198.0,18.0,0:00:16,0:02:47,0:06:21
2024-01-17,253.0,239.0,14.0,0:00:21,0:02:18,0:02:48
2024-01-18,202.0,189.0,13.0,0:00:19,0:02:53,0:04:36
2024-01-19,215.0,205.0,10.0,0:00:25,0:02:48,0:07:17
2024-01-20,191.0,154.0,37.0,0:00:47,0:02:56,0:03:16
2024-01-21,49.0,46.0,3.0,0:00:38,0:02:21,0:02:16
2024-01-22,194.0,185.0,9.0,0:00:21,0:02:51,0:03:57
2024-01-23,197.0,184.0,13.0,0:00:22,0:02:39,0:02:38
2024-01-24,214.0,195.0,19.0,0:00:34,0:02:51,0:04:31
2024-01-25,202.0,190.0,12.0,0:00:15,0:02:56,0:03:06
2024-01-26,48.0,47.0,1.0,0:00:15,0:03:13,0:02:58
2024-01-27,165.0,159.0,6.0,0:00:20,0:02:51,0:04:47
2024-01-28,43.0,42.0,1.0,0:00:14,0:02:32,0:02:34
2024-01-29,238.0,223.0,15.0,0:00:26,0:02:46,0:03:38
2024-01-30,271.0,262.0,9.0,0:00:15,0:02:36,0:02:08
2024-01-31,312.0,262.0,50.0,0:00:34,0:02:56,0:07:01
2024-02-01,289.0,270.0,19.0,0:00:20,0:02:48,0:03:06
2024-02-02,323.0,284.0,39.0,0:00:30,0:02:48,0:08:16
2024-02-03,486.0,396.0,90.0,0:00:59,0:02:41,0:05:29
2024-02-04,48.0,44.0,4.0,0:00:29,0:02:31,0:03:07
2024-02-05,386.0,317.0,69.0,0:00:43,0:02:52,0:05:06
2024-02-06,330.0,309.0,21.0,0:00:22,0:02:48,0:03:46
2024-02-07,376.0,316.0,60.0,0:00:37,0:02:44,0:05:11
2024-02-08,124.0,105.0,19.0,0:00:47,0:03:00,0:08:41
2024-02-09,291.0,266.0,25.0,0:00:34,0:03:06,0:04:08
2024-02-10,302.0,277.0,25.0,0:00:39,0:03:08,0:03:35
2024-02-11,72.0,56.0,16.0,0:00:46,0:03:23,0:05:08
2024-02-12,293.0,255.0,38.0,0:00:40,0:03:30,0:04:09
2024-02-13,305.0,259.0,46.0,0:00:30,0:03:14,0:07:15
2024-02-14,353.0,317.0,36.0,0:00:30,0:03:11,0:05:52
2024-02-15,425.0,356.0,69.0,0:00:43,0:03:27,0:15:32
2024-02-16,414.0,362.0,52.0,0:00:37,0:03:02,0:05:17
2024-02-17,374.0,322.0,52.0,0:00:35,0:03:03,0:11:12
2024-02-18,68.0,64.0,4.0,0:00:14,0:02:58,0:02:04
2024-02-19,356.0,320.0,36.0,0:00:37,0:03:13,0:05:39
2024-02-20,454.0,352.0,102.0,0:00:52,0:03:01,0:09:33
2024-02-21,493.0,438.0,55.0,0:00:45,0:02:57,0:05:47
2024-02-22,412.0,368.0,44.0,0:00:35,0:03:09,0:05:41
2024-02-23,610.0,368.0,242.0,0:01:11,0:03:24,0:25:51
2024-02-24,432.0,384.0,48.0,0:00:49,0:03:14,0:08:56
2024-02-25,60.0,57.0,3.0,0:00:32,0:03:19,0:03:00
2024-02-26,508.0,442.0,66.0,0:00:48,0:01:36,0:10:45
2024-02-27,439.0,378.0,61.0,0:00:37,0:02:05,0:10:55
2024-02-28,521.0,388.0,133.0,0:00:54,0:02:15,0:16:59
2024-02-29,525.0,434.0,91.0,0:00:48,0:03:29,0:10:21
2024-03-01,567.0,458.0,109.0,0:01:13,0:03:35,0:09:12
2024-03-02,619.0,444.0,175.0,0:01:23,0:03:34,0:08:58
2024-03-03,140.0,120.0,20.0,0:00:58,0:03:11,0:05:22
2024-03-04,622.0,476.0,146.0,0:00:58,0:03:39,0:08:45
2024-03-05,241.0,180.0,61.0,0:01:04,0:03:33,0:09:07
2024-03-06,796.0,362.0,434.0,0:02:01,0:03:55,0:12:18
2024-03-07,805.0,367.0,438.0,0:02:48,0:02:52,0:16:38
2024-03-08,638.0,301.0,337.0,0:02:41,0:04:13,0:21:42
2024-03-09,676.0,344.0,332.0,0:02:07,0:03:29,0:12:24
2024-03-10,118.0,106.0,12.0,0:00:34,0:04:23,0:04:44
2024-03-11,579.0,300.0,279.0,0:02:12,0:04:03,0:12:24
2024-03-12,434.0,322.0,112.0,0:01:04,0:03:34,0:06:12
2024-03-13,446.0,259.0,187.0,0:02:10,0:03:57,0:13:38
2024-03-14,461.0,289.0,172.0,0:01:42,0:03:28,0:13:12
2024-03-15,488.0,284.0,204.0,0:01:53,0:03:34,0:19:22
2024-03-16,253.0,195.0,58.0,0:01:25,0:03:51,0:11:22
2024-03-17,51.0,48.0,3.0,0:00:14,0:03:26,0:03:21
2024-03-18,207.0,176.0,31.0,0:00:24,0:03:42,0:05:28
2024-03-19,130.0,118.0,12.0,0:00:30,0:03:42,0:07:53
2024-03-20,102.0,100.0,2.0,0:00:14,0:03:32,0:03:09
2024-03-21,207.0,169.0,38.0,0:00:32,0:03:25,0:06:12
2024-03-22,274.0,195.0,79.0,0:01:01,0:03:27,0:07:55
2024-03-23,206.0,173.0,33.0,0:00:41,0:03:15,0:06:50
2024-03-24,64.0,61.0,3.0,0:00:09,0:03:15,0:02:23
2024-03-25,206.0,168.0,38.0,0:00:51,0:03:23,0:06:46
2024-03-26,160.0,148.0,12.0,0:00:30,0:03:17,0:04:08
2024-03-27,177.0,155.0,22.0,0:00:26,0:03:01,0:05:10
2024-03-28,67.0,64.0,3.0,0:00:26,0:03:31,0:04:58
2024-03-29,24.0,23.0,1.0,0:00:23,0:02:50,0:02:01
2024-03-30,108.0,92.0,16.0,0:00:44,0:03:03,0:05:04
2024-03-31,52.0,50.0,2.0,0:00:11,0:03:19,0:01:24
2024-04-01,227.0,203.0,24.0,0:00:31,0:03:18,0:04:11
2024-04-02,282.0,233.0,49.0,0:00:48,0:03:27,0:05:10
2024-04-03,283.0,263.0,20.0,0:00:23,0:03:13,0:03:50
2024-04-04,547.0,468.0,79.0,0:00:30,0:02:46,0:04:39
2024-04-05,318.0,300.0,18.0,0:00:24,0:03:11,0:02:50
2024-04-06,123.0,113.0,10.0,0:00:20,0:02:58,0:02:19
2024-04-07,63.0,60.0,3.0,0:00:21,0:02:51,0:02:52
2024-04-08,408.0,368.0,40.0,0:00:32,0:03:07,0:03:06
2024-04-09,421.0,370.0,51.0,0:00:29,0:03:10,0:03:22
2024-04-10,397.0,346.0,51.0,0:00:36,0:03:21,0:05:10
2024-04-11,532.0,308.0,224.0,0:01:31,0:03:25,0:16:35
2024-04-12,786.0,340.0,446.0,0:02:00,0:03:26,0:16:25
2024-04-13,1148.0,602.0,546.0,0:01:44,0:02:33,0:12:24
2024-04-14,679.0,321.0,358.0,0:02:42,0:03:13,0:16:34
2024-04-15,1715.0,871.0,844.0,0:01:32,0:02:33,0:22:45
2024-04-16,1463.0,775.0,688.0,0:01:46,0:03:10,0:15:53
2024-04-17,1108.0,454.0,654.0,0:02:48,0:03:14,0:13:24
2024-04-18,1052.0,547.0,505.0,0:02:26,0:03:18,0:14:13
2024-04-19,1188.0,453.0,735.0,0:05:04,0:03:39,0:22:37
2024-04-20,819.0,633.0,186.0,0:01:13,0:03:23,0:12:26
2024-04-21,,,,,,
2024-04-22,885.0,625.0,260.0,0:01:11,0:03:10,0:14:28
2024-04-23,872.0,722.0,150.0,0:00:54,0:03:04,0:08:05
2024-04-24,837.0,615.0,222.0,0:01:07,0:03:25,0:07:24
2024-04-25,1155.0,823.0,332.0,0:01:08,0:03:18,0:15:31
2024-04-26,1308.0,909.0,399.0,0:01:23,0:03:04,0:11:11
2024-04-27,,,,,,
2024-04-28,,,,,,
2024-04-29,491.0,434.0,57.0,0:00:41,0:03:01,0:11:01
2024-04-30,587.0,484.0,103.0,0:00:51,0:03:07,0:11:48
2024-05-01,508.0,398.0,110.0,0:00:50,0:03:17,0:21:44
2024-05-02,492.0,311.0,181.0,0:01:11,0:03:17,0:08:50
2024-05-03,439.0,373.0,66.0,0:00:40,0:02:58,0:07:01
2024-05-04,,,,,,
2024-05-05,,,,,,
2024-05-06,323.0,279.0,44.0,0:00:40,0:02:58,0:03:31
2024-05-07,302.0,274.0,28.0,0:00:30,0:02:59,0:03:02
2024-05-08,314.0,275.0,39.0,0:00:40,0:02:56,0:06:54
2024-05-09,262.0,242.0,20.0,0:00:16,0:02:54,0:04:09
